85,E02081,E10951,15607
85,E09007,E02081,1852
85,E10392,E09007,1488
85,E05831,E10392,1594
85,E08680,E05831,1811
85,E09413,E02081,2056
85,E09510,E09413,1782
85,E11957,E09510,1761
85,E04644,E10392,2804
85,E09264,E11957,7016
86,E06123,E02081,154081
87,E09901,E06123,102673
88,E07844,E09901,10172
89,E07816,E07844,33096
90,E12754,E07816,267860
90,E06470,E12754,2310
90,E04300,E12754,2887
90,E09237,E04300,1501
90,E03530,E09237,2453
90,E04843,E03530,2203
90,E12181,E04843,1288
90,E02534,E12181,1412
90,E07549,E02534,923
90,E08107,E07549,2469
90,E04679,E08107,1936
90,E10692,E04679,2513
90,E08081,E10692,2159
90,E05230,E08081,2209
90,E09531,E08081,2457
90,E05785,E10692,2704
90,E08087,E09531,3017
90,E07037,E08087,2345
90,E09770,E07037,2079
90,E09398,E08087,2969
90,E05865,E04843,3030
90,E08381,E05865,1408
90,E06439,E08381,1637
90,E11136,E06439,1877
90,E04191,E11136,1063
90,E07544,E06439,2281
90,E05481,E07544,1258
90,E05660,E07544,1327
90,E04408,E05660,2414
90,E06720,E05481,3043
90,E02697,E06720,645
90,E07514,E06720,2427
90,E02031,E07514,1830
90,E04320,E02031,1686
90,E10762,E02031,2007
90,E04592,E10762,572
90,E04167,E04592,1200
90,E04478,E04167,2087
90,E07614,E04478,2320
90,E04841,E07614,908
90,E10711,E04841,1131
90,E03583,E04478,2622
90,E04621,E03583,2509
90,E07780,E10762,2800
90,E10345,E07780,1765
90,E05328,E10345,2409
90,E04924,E02697,2870
90,E12380,E04924,2301
90,E10033,E05328,3141
90,E04660,E04191,3157
90,E09604,E04660,2423
90,E07874,E12754,3160
90,E08116,E10711,3906
90,E10454,E08116,544
90,E07644,E08116,2523
90,E10963,E04660,4313
90,E08529,E10963,3249
90,E11790,E04621,5038
90,E03665,E11790,1523
90,E08815,E03665,1868
90,E06490,E08815,3472
90,E03726,E11790,4570
90,E12291,E06490,5008
90,E05797,E09531,5489
90,E04020,E05797,5433
90,E08339,E10033,6626
90,E08927,E08529,7172
90,E10765,E08529,7808
90,E11464,E04020,9136
90,E10818,E08339,9151
91,E04456,E12754,46920
91,E09857,E04456,7369
91,E06961,E04456,7404
92,E04896,E04456,186970
93,E04107,E04896,296104
94,E07518,E04107,24072
94,E06599,E07518,1862
94,E09150,E07518,5336
94,E06717,E09150,1403
94,E06411,E06717,1182
94,E04916,E06411,747
94,E09388,E06717,1514
94,E10183,E09388,2443
94,E09740,E10183,2463
94,E11135,E09740,1879
94,E11092,E06599,9021
95,E07034,E07518,188083
95,E10969,E07034,2360
95,E04534,E10969,1734
95,E09457,E04534,859
95,E09397,E09457,1037
95,E03774,E07034,2788
96,E07198,E07034,20075
97,E03121,E07198,94428
98,E10612,E03121,145204
99,E08700,E10612,118877
99,E11562,E08700,2683
100,E06615,E08700,37372
101,E02258,E06615,212645
102,E10958,E02258,102144
103,E11593,E10958,17222
104,E08733,E11593,11335
105,E02336,E08733,234190
105,E06694,E02336,3724
105,E07465,E06694,2024
105,E03561,E07465,2182
105,E05737,E02336,4315
105,E08223,E05737,1174
105,E05575,E05737,4547
105,E05820,E06694,5202
105,E07771,E05820,3886
106,E05715,E02336,18398
107,E10241,E05715,333355
107,E08014,E10241,2827
107,E04968,E08014,1739
107,E05172,E10241,3095
107,E08090,E05172,2621
107,E12364,E08090,1247
107,E05059,E12364,1929
107,E03885,E08090,2538
107,E11433,E03885,2467
107,E11090,E12364,4313
107,E03542,E04968,6236
107,E02272b,E05172,7091
107,E05224,E11090,9110
108,E02309,E10241,61640
109,E03812,E02309,102793
110,E11232,E03812,172018
111,E10438,E11232,111338
112,E01122,E10438,10286
113,E03519,E01122,30969
114,E02466,E03519,35411
114,E05475,E02466,842
114,E12382,E02466,1073
114,E08306,E12382,8339
114,E09526,E08306,2852
115,E02355,E02466,432659
116,E06298,E02355,72546
116,E09195,E06298,8843
117,E01294,E06298,34692
118,E09850,E01294,94869
119,E08024,E09850,216509
120,E10453,E08024,56005
121,E08288,E10453,107901
122,E05112,E08288,399680
122,E11800,E05112,4259
122,E04941,E11800,1944
122,E01107,E11800,3032
122,E02468b,E01107,1631
122,E10875,E02468b,3360
122,E10143,E04941,3847
122,E03276,E01107,4674
122,E11233,E03276,1290
122,E01099,E11233,3169
122,E11043,E11233,4623
122,E07569,E10143,7523
122,E10739,E01099,9625
123,E07106,E05112,46494
124,E08063,E07106,119236
125,E07871,E08063,308499
126,E04653,E07871,155657
127,E12587,E04653,33715
128,E02923,E12587,37014
129,E03277,E02923,47450
130,E10906,E03277,429178
130,E03160,E10906,9980
131,E09324,E10906,45123
131,E01721,E09324,5612
132,E08518,E09324,31933
133,E06038,E08518,39859
133,E04792,E06038,1314
133,E04505,E04792,1246
133,E03959,E04505,279
133,E08909,E03959,1372
133,E07015,E08909,2539
133,E05827,E07015,1167
133,E06506,E07015,2713
133,E05226,E06506,1521
133,E03313,E05226,2361
133,E11194,E03313,1020
133,E07708,E05226,2564
133,E11133,E03313,2698
133,E01718,E11133,3172
133,E05822,E01718,1764
133,E04005,E05822,1258
134,E04932,E06038,99473
135,E06103,E04932,187129
136,E09575,E06103,95412
137,E01271,E09575,42960
137,E09922,E01271,5679
138,E06741,E01271,268545
139,E04515,E06741,30850
140,E12017,E04515,19121
141,E04034,E12017,39797
141,E07585,E04034,8724
142,E10512,E04034,107905
142,E06106,E10512,4583
143,E06471,E10512,20736
144,E05038,E06471,66893
145,E03462,E05038,16871
146,E04358,E03462,140704
146,E11481,E04358,6621
146,E07538,E11481,6481
146,E11751,E07538,2401
146,E04041,E11751,2311
146,E12286,E04041,1806
146,E12499,E12286,1809
146,E04380,E12499,1266
146,E00883,E04380,1237
146,E04127,E00883,1596
146,E04784,E12286,2741
146,E11577,E04784,1908
146,E09393,E12499,3161
146,E05070,E00883,4581
146,E12619,E05070,5787
146,E09407,E12619,6684
146,E12346,E11481,7709
146,E12490,E07538,8568
146,E11479,E12346,8944
147,E04234,E04358,35664
148,E12504,E04234,41246
149,E09221,E12504,119591
149,E10157,E09221,5956
150,E04875,E09221,43552
151,E12352,E04875,205168
151,E11352,E12352,3904
151,E07637,E11352,2526
151,E11361,E12352,5857
152,E04082,E12352,36198
153,E06466,E04082,35477
154,E08490,E06466,62118
155,E09932,E08490,89156
156,E01449,E09932,553688
157,E07731,E01449,49801
158,E10862,E07731,58612
159,E08945,E10862,44056
160,E02458,E08945,51584
161,E02552,E02458,68134
162,E02449,E02552,14864
162,E11589,E02449,7858
163,E07530,E02449,17124
164,E06627,E07530,16924
165,E02455,E06627,42067
166,E06484,E02455,372902
167,E02394,E06484,14978
168,E12207,E02394,52733
169,E06229,E12207,24276
170,E06688,E06229,164016
171,E02782,E06688,62067
172,E07130,E02782,61699
173,E02442,E07130,64862
174,E05197,E02442,33482
175,E11101,E05197,55542
176,E07653,E11101,258319
176,E06748,E07653,1603
176,E05386,E07653,1631
176,E08242,E05386,2144
176,E11147,E08242,2392
176,E04144,E08242,2686
177,E09367,E07653,35811
178,E09549,E09367,21193
179,E03775,E09549,315279
180,E08489,E03775,360347
181,E02380,E08489,56739
182,E03164,E02380,25084
183,E08882,E03164,23215
184,E05138,E08882,145792
185,E03380,E05138,47339
186,E07206,E03380,18912
187,E06696,E07206,22982
188,E01540,E06696,135061
188,E05146,E01540,1699
188,E01529,E05146,1582
188,E03810,E01529,2184
188,E12198,E03810,1464
188,E10751,E12198,1938
188,E03339,E03810,2199
188,E03701,E03339,1576
188,E01517,E05146,2564
188,E01532,E01517,1444
188,E12644,E01532,2058
188,E09325,E01517,2096
188,E05555,E12644,2149
188,E08951,E05555,2883
188,E10898,E08951,2977
188,E05742,E10898,1875
188,E04181,E10898,1951
188,E10113,E04181,914
188,E12396,E10113,1748
188,E03265,E05742,2965
188,E02876,E03265,2429
188,E11820,E01532,3028
188,E05627,E11820,1373
188,E04461,E05742,3040
188,E10697,E05627,3082
188,E09444,E11820,3084
188,E03404,E09444,1521
188,E03901,E03404,1292
188,E03533,E03901,1600
188,E03129,E03533,3081
188,E08799,E01540,3087
188,E08423,E08799,1348
188,E12197,E04181,3335
188,E08963,E10697,3697
188,E11624,E08423,4142
188,E07190,E08963,4259
188,E11273,E08963,4496
188,E08639,E11273,2744
188,E12572,E08639,3490
188,E05435,E12572,2555
188,E06940,E03701,4516
188,E09683,E06940,2879
188,E09860,E10751,4624
188,E04883,E07190,4921
188,E07022,E05435,5142
188,E09253,E07022,3929
188,E04391,E04461,5306
188,E11682,E07190,5412
188,E09939,E04883,5503
188,E11260,E03129,6149
188,E09041,E11260,7702
188,E12036,E09253,8116
188,E11407,E12036,4362
188,E10557,E12036,6410
188,E07450,E08423,8674
189,E11219,E01540,204829
190,E10475,E11219,12937
190,E05851,E10475,5103
190,E05186,E05851,2991
190,E11197,E05186,4020
190,E04322,E11197,2466
190,E02386,E04322,3973
191,E11594,E10475,11145
192,E09359,E11594,224624
193,E05492,E09359,65015
194,E12551,E05492,19952
194,E10511,E12551,2840
195,E08591,E12551,74346
196,E03751,E08591,33366
197,E01619,E03751,22914
197,E01620,E01619,2966
198,E03523,E01619,57145
199,E06328,E03523,21421
200,E03614,E06328,18062
201,E03607,E03614,26224
202,E01618,E03607,153455
203,E01596,E01618,127230
204,E05309,E01596,48117
205,E06314,E05309,53384
206,E11218,E06314,37493
207,E03628,E11218,36842
208,E03409,E03628,78595
209,E10270,E03409,32631
210,E10471,E10270,26883
211,E10548,E10471,44096
212,E07318,E10548,23821
213,E03682,E07318,39663
214,E10683,E03682,17024
214,E01093,E10683,749
214,E01078,E10683,4515
215,E05598,E10683,67850
215,E01671,E05598,2123
216,E03938,E05598,113432
217,E06699,E03938,15461
218,E08407,E06699,30707
219,E07775,E08407,210537
219,E11091,E07775,3817
220,E01578,E07775,17345
221,E01611,E01578,69413
222,E09404,E01611,71257
223,E08047,E09404,127083
224,E07113,E08047,44922
225,E02787,E07113,16914
226,E03644,E02787,34032
227,E07758,E03644,93209
227,E09341,E07758,1588
227,E05813,E07758,2217
227,E11520,E05813,2422
227,E09210,E05813,3650
227,E04891,E09341,4368
228,E08677,E07758,153054
229,E12331,E08677,44357
229,E01000,E12331,2881
229,E00999,E01000,3232
229,E04250,E00999,3815
230,E12077,E12331,60895
230,E04404,E12077,2746
230,E00983,E12077,2820
231,E08118,E12077,26481
232,E08807,E08118,190079
232,E03375,E08807,8925
233,E09368,E08807,28857
233,E08159,E09368,4801
233,E08705,E08159,4097
234,E10051,E09368,12992
235,E05145,E10051,44354
236,E03299,E05145,111639
237,E04648,E03299,57735
238,E12740,E04648,536772
239,E06251,E12740,22564
240,E12831,E06251,23566
241,E00712,E12831,27680
242,E07135,E00712,28149
242,E11295,E07135,9994
243,E07168,E07135,66557
243,E07555,E07168,5525
243,E09784,E07555,3013
244,E09581,E07168,26127
245,E12016,E09581,11214
245,E07425,E12016,3741
245,E04062,E07425,1888
245,E05105,E04062,1603
245,E08798,E04062,2345
245,E00684,E05105,2898
245,E04488,E12016,8947
246,E11817,E12016,67511
246,E10414,E11817,6037
246,E07182,E11817,8386
246,E10455,E07182,8449
246,E05383,E10455,4869
246,E05136,E05383,2729
246,E06049,E05136,2453
246,E06585,E06049,3103
246,E09827,E05383,3399
246,E06972,E09827,1745
246,E08632,E06585,3673
246,E10954,E08632,3154
246,E05488,E10954,2873
246,E03838,E05488,2598
246,E03535,E03838,2195
246,E00268,E03535,2354
246,E06108,E00268,2622
246,E03361,E06108,2384
246,E10390,E05488,2686
246,E05401,E03361,5533
246,E07320,E05401,3050
246,E08061,E05401,3080
246,E11497,E08061,1655
246,E05639,E08061,2730
246,E11846,E05639,1960
246,E08043,E11846,2191
246,E05349,E08043,1922
246,E04361,E11846,2396
246,E05035,E05349,2502
246,E04738,E05035,1998
246,E05628,E04738,625
246,E02515,E04738,2538
246,E09057,E02515,1783
246,E04900,E09057,2200
246,E00176,E04900,2693
246,E00027,E00176,1560
246,E00076,E00027,2151
246,E00111,E00027,2234
246,E05020,E00076,2367
246,E03190,E05020,1695
246,E08933,E03190,1576
246,E12960,E08933,1111
246,E06581,E08933,1301
246,E02508,E00111,2432
246,E00136,E02508,1763
246,E02783,E00136,1169
246,E04099,E02783,1419
246,E00068,E00076,2623
246,E04765,E00068,2350
246,E06131,E04765,1870
246,E00181,E00068,2401
246,E05691,E00181,498
246,E05155,E06131,2561
246,E02503,E05155,1141
246,E05504,E02503,2354
246,E00306,E00027,2749
246,E03651,E05035,2907
246,E05422,E04361,3030
246,E02927,E05155,3138
246,E09011,E11846,3141
246,E06249,E09011,3141
246,E00073,E02508,3249
246,E02718,E00073,2543
246,E00131,E00073,3401
246,E06735,E00131,3077
246,E06034,E05422,3497
246,E07140,E06581,3605
246,E09229,E02718,3782
246,E00282,E09229,931
246,E10203,E00282,826
246,E03003,E10203,1538
246,E08784,E03003,2783
246,E09247,E08784,1034
246,E08092,E09247,3104
246,E06382,E03003,4025
246,E09522,E06382,3287
246,E09134,E06034,4042
246,E06122,E09134,2421
246,E07490,E09134,3604
246,E00237,E07490,1757
246,E04988,E00237,3560
246,E09776,E00237,4126
246,E09023,E09776,3137
246,E11647,E09522,4492
246,E05048,E11647,3994
246,E04923,E05048,1638
246,E09223,E05048,3397
246,E09979,E09223,2290
246,E06776,E09979,3213
246,E04602,E05048,3797
246,E06886,E04602,2173
246,E04489,E04602,2173
246,E08414,E02927,4746
246,E03618,E08414,4308
246,E10439,E03618,3814
246,E10274,E08414,4879
246,E07327,E10274,2428
246,E02895,E07327,2829
246,E11437,E02895,2398
246,E05137,E09223,4924
246,E12801,E05137,3675
246,E07200,E09776,4949
246,E09186,E08092,5164
246,E12697,E09186,5188
246,E05603,E06249,5923
246,E10499,E05603,5184
246,E05726,E06972,5945
246,E06002,E05726,4410
246,E08389,E06002,4688
246,E06155,E08414,7018
246,E10138,E06155,4104
246,E11001,E11437,7216
246,E10524,E06972,8343
246,E10339,E10524,6046
246,E08836,E10339,8347
246,E05288,E10414,9427
247,E09742,E11817,21388
248,E03565,E09742,32868
248,E12464,E03565,9029
248,E07929,E12464,6948
249,E06804,E03565,54528
250,E00970,E06804,50526
250,E11263,E00970,1922
250,E04674,E11263,2005
250,E09903,E00970,2089
250,E07539,E04674,2675
250,E00963,E07539,1715
250,E07281,E00963,3105
250,E00960,E07281,529
250,E10096,E07281,3958
250,E12458,E10096,2966
250,E04816,E09903,4254
250,E07468,E12458,4553
250,E10013,E07468,3075
250,E12172,E10013,3499
250,E05126,E12172,3523
250,E12020,E10013,3878
250,E03285,E12020,4151
250,E10621,E04816,4586
250,E03154b,E10096,5104
250,E02566,E04816,8390
251,E06440,E00970,53476
252,E11348,E06440,21848
253,E11560,E11348,14819
254,E00937,E11560,13489
255,E12665,E00937,18586
255,E06202,E12665,3181
255,E02531,E06202,1428
255,E09504,E02531,3742
255,E12501,E09504,2362
255,E00462b,E09504,4527
255,E10299,E06202,4726
255,E08323,E00462b,5249
255,E10401,E08323,6660
255,E05227,E12501,8942
255,E08131,E05227,8850
255,E11374,E08131,5674
255,E09471,E11374,7638
255,E09080,E09471,6418
256,E07242,E12665,36759
257,E00222,E07242,32899
258,E09894,E00222,100874
259,E10089,E09894,12858
259,E04808,E10089,8336
260,E10945,E10089,42508
261,E08211,E10945,215707
262,E03705,E08211,57862
263,E02925,E03705,97575
264,E07635,E02925,59530
265,E06584,E07635,68359
266,E00483b,E06584,36572
266,E00477,E00483b,3928
267,E08483,E00483b,203042
267,E08517,E08483,3796
267,E04233,E08517,1420
267,E11527,E04233,3699
267,E04832,E08483,5010
267,E10484,E04832,3903
267,E06594,E10484,2143
267,E06494,E10484,5221
268,E03526,E08483,72674
269,E12561,E03526,92275
270,E05962,E12561,577516
270,E09506,E05962,8333
271,E09217,E05962,63621
272,E07373,E09217,186752
272,E08197,E07373,7989
273,E09530,E07373,34473
274,E06262,E09530,115585
275,E07928,E06262,123362
275,E08812,E07928,4273
275,E00735,E08812,2333
275,E07857,E07928,4316
275,E03499,E00735,7479
276,E04911,E07928,15173
277,E05712,E04911,56188
277,E00719,E05712,8392
278,E00751,E05712,82251
279,E10779,E00751,28616
280,E00753,E10779,64575
281,E05551,E00753,43432
282,E10857,E05551,20433
283,E10238,E10857,30515
283,E08820,E10238,6276
284,E00756,E10238,51780
284,E08186,E00756,2016
285,E00758,E00756,20119
286,E12702,E00758,210357
287,E00723,E12702,22884
288,E03849,E00723,46603
288,E09700,E03849,9249
288,E00788,E09700,8032
288,E09621,E00788,5986
289,E00798,E03849,53419
290,E11463,E00798,25347
291,E00846,E11463,18061
292,E04683,E00846,53721
292,E08614,E04683,4208
292,E08369,E04683,4967
292,E08149,E08369,1231
292,E05534,E08369,2121
293,E09430,E04683,171871
294,E07143,E09430,26337
295,E07059,E07143,38278
295,E04512,E07059,6760
296,E10150,E07059,96311
297,E05540,E10150,33867
298,E09499,E05540,99773
299,E00501,E09499,30803
300,E03818,E00501,14614
301,E08663,E03818,110477
302,E12159,E08663,16650
303,E11358,E12159,51652
304,E05402,E11358,34063
305,E10664,E05402,20648
305,E11962,E10664,5383
305,E01030,E11962,2667
305,E06104,E01030,1139
305,E01032,E06104,510
305,E08944,E06104,1487
305,E08934,E08944,3134
305,E10760,E08934,1883
305,E10587,E10760,1897
305,E07055,E10587,4184
305,E06536,E07055,3862
305,E12344,E10587,8242
305,E08095,E07055,9154
305,E08801,E08095,3918
305,E10094,E08095,5777
305,E05127,E10094,2541
306,E04079,E10664,237612
306,E12166,E04079,7060
306,E05494,E12166,1826
306,E09987,E05494,5673
307,E10806,E04079,13762
308,E06100,E10806,11783
308,E12357,E06100,3422
308,E07884,E12357,3982
308,E11726,E07884,1020
308,E06350,E11726,1607
308,E02538,E06350,1774
308,E03629,E02538,957
308,E11089,E03629,2076
308,E04219,E06350,2785
308,E02877,E04219,2100
308,E06501,E02877,2701
308,E09220,E06501,2804
308,E11190,E09220,2050
308,E07431,E02877,3063
308,E06936,E09220,3174
308,E12498,E06501,3612
308,E06281,E11190,3653
308,E05688,E06281,2333
308,E06055,E05688,2005
308,E09063,E05688,2751
308,E00829,E07431,3736
308,E03852,E00829,1578
308,E11281,E03852,3995
308,E12067,E09220,4148
308,E07447,E12067,1753
308,E04775,E12357,5432
308,E11530,E04775,3048
308,E08913,E11530,2071
308,E09880,E03852,5612
308,E04665,E09880,4600
308,E09797,E04665,6832
309,E11896,E06100,40080
309,E05525,E11896,2229
310,E00513,E11896,100929
311,E00498,E00513,19739
312,E08250,E00498,43065
312,E00437,E08250,6394
312,E09318,E00437,1371
312,E05318,E09318,5030
312,E03498,E05318,6058
313,E00442,E08250,26949
314,E08134,E00442,77830
315,E09299,E08134,22192
316,E11976,E09299,10457
316,E00667,E11976,4158
316,E07561,E00667,1690
316,E06990,E07561,4048
317,E09227,E11976,35559
318,E04206,E09227,35988
319,E01027,E04206,37371
320,E10420,E01027,57866
321,E09480,E10420,165228
322,E06344,E09480,32636
323,E08827,E06344,15772
324,E05594,E08827,11202
324,E12234,E05594,5123
325,E04132,E05594,125578
326,E08406,E04132,20915
327,E08036,E08406,85387
328,E00915,E08036,20601
328,E11306,E00915,2921
329,E08205,E00915,25620
330,E04274,E08205,71740
331,E10598,E04274,30682
331,E09617,E10598,3608
332,E11161,E10598,28675
333,E11629,E11161,15596
334,E05334,E11629,195721
334,E04555,E05334,4654
334,E11639,E05334,7792
334,E11676,E04555,7874
335,E02582,E05334,128620
336,E05395,E02582,50385
337,E00655,E05395,41087
338,E03247,E00655,65396
339,E09747,E03247,205304
340,E12560,E09747,42495
341,E06946,E12560,107133
342,E05528,E06946,39142
343,E03510,E05528,57632
344,E09611,E03510,56060
345,E04162,E09611,263363
346,E08400,E04162,41563
347,E06659,E08400,34031
348,E12278,E06659,121078
349,E11597,E12278,112077
350,E09183,E11597,73125
351,E07455,E09183,48927
352,E06015,E07455,1346077
352,E11405,E06015,858
352,E03252,E06015,2992
352,E07054,E03252,1997
352,E11312,E03252,2251
352,E06239,E06015,4091
352,E10000,E06239,2557
353,E07550,E06015,91610
354,E10121,E07550,20275
354,E08837,E10121,3707
355,E09353,E10121,44838
356,E11851,E09353,21892
357,E06602,E11851,78061
358,E07214,E06602,44728
359,E12261,E07214,213131
360,E09737,E12261,59173
361,E00570,E09737,76395
362,E03942,E00570,103305
363,E03941,E03942,180123
364,E04936,E03941,464419
365,E03426,E04936,39434
366,E09362,E03426,21484
366,E08581,E09362,1602
367,E08301,E09362,18504
368,E09481,E08301,120230
369,E09637,E09481,62418
370,E11569,E09637,82592
370,E00545,E11569,2489
370,E09415,E00545,656
370,E12500,E11569,4036
370,E09717,E09415,4509
370,E11818,E09717,1998
370,E00553,E11818,1585
370,E11444,E00553,3005
370,E11666,E11444,3408
370,E00551,E11818,3709
370,E03275,E00551,1892
370,E05075,E00551,4051
370,E09171,E05075,3763
370,E12563,E09171,4359
370,E05585,E09171,5172
370,E05295,E11666,6198
370,E08421,E05295,8261
371,E12409,E11569,21374
372,E03940,E12409,31130
373,E06243,E03940,237580
373,E04442,E06243,3388
373,E04197,E04442,4986
374,E12369,E06243,100106
375,E04914,E12369,52608
376,E09736,E04914,50317
377,E03801,E09736,325099
378,E06107,E03801,390768
